OE0013,Stno,XStno,Chipno1,Chipno2,Chipno3,Chipno4,Chipno5,Chipno6,Database Id,Surname,First name,YB,S,Block1,Block2,Block3,Block4,Block5,Block6,E1,E2,E3,E4,E5,E6,nc1,Start1,Finish1,Time1,Classifier1,Credit -1,Penalty +1,Comment1,nc2,Start2,Finish2,Time2,Classifier2,Credit -2,Penalty +2,Comment2,nc3,Start3,Finish3,Time3,Classifier3,Credit -3,Penalty +3,Comment3,nc4,Start4,Finish4,Time4,Classifier4,Credit -4,Penalty +4,Comment4,nc5,Start5,Finish5,Time5,Classifier5,Credit -5,Penalty +5,Comment5,nc6,Start6,Finish6,Time6,Classifier6,Credit -6,Penalty +6,Comment6,Club no.,Cl.name,City,Nat,Location,Region,Cl. no.,Short,Long,Entry cl. No,Entry class (short),Entry class (long),Rank,Ranking points,Num1,Num2,Num3,Text1,Text2,Text3,Addr. surname,Addr. first name,Street,Line2,Zip,Addr. city,Phone,Mobile,Fax,EMail,Rented,Start fee,Paid,Team,Place1,Place2,Place3,Place4,Place5,Place6,Total,Place
,27,,2068340,2068340,,,,,27,Doe_27,Chambers Shreibe,1998,M,,,,,,,X,X,0,0,0,0,0,12:35:10,13:34:02,58:52,0,,,,0,9:25:10,10:27:07,1:01:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,45,GrpYellow,Grp-Yellow,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:00:49,1
,348,,2033378,2033378,,,,,348,Doe_348,Diana,2001,F,,,,,,,X,X,0,0,0,0,0,11:11:11,12:10:37,59:26,0,,,,0,10:49:11,11:53:55,1:04:44,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,47,F16,F-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:04:10,1
,106,,2092339,2092339,,,,,106,Doe_106,Brea'nyia,2000,F,,,,,,,X,X,0,0,0,0,0,11:17:03,12:22:45,1:05:42,0,,,,0,10:43:16,12:00:28,1:17:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,47,F16,F-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:22:54,2
,100,,2064510,2064510,,,,,100,Doe_100,Brianna,2000,F,,,,,,,X,X,0,0,0,0,0,10:43:14,13:00:24,2:17:10,0,,,,0,11:17:12,13:11:52,1:54:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,47,F16,F-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:11:50,3
,133,,2033285,2033285,,,,,133,Doe_133,Breaisa,2001,F,,,,,,,X,X,0,0,0,0,0,11:37:15,13:21:39,1:44:24,0,,,,0,10:23:11,13:27:32,3:04:21,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,47,F16,F-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:48:45,4
,120,,2092343,2092343,,,,,120,Doe_120,Makalah,2000,F,,,,,,,X,X,0,0,0,0,0,11:01:13,12:38:29,1:37:16,0,,,,0,10:59:10,13:27:35,2:28:25,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,47,F16,F-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,110,,2064508,2064508,,,,,110,Doe_110,Kyle,2000,M,,,,,,,X,X,0,0,0,0,0,11:09:10,11:54:18,45:08,0,,,,0,10:51:10,11:44:20,53:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:38:18,1
,118,,2064504,2064504,,,,,118,Doe_118,Tyree,2000,M,,,,,,,X,X,0,0,0,0,0,12:05:13,12:52:21,47:08,0,,,,0,9:55:15,10:49:43,54:28,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:41:36,2
,109,,2033282,2033282,,,,,109,Doe_109,Phillip,2001,M,,,,,,,X,X,0,0,0,0,0,12:11:10,13:21:25,1:10:15,0,,,,0,9:49:10,10:55:16,1:06:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:16:21,3
,117,,2054167,2054167,,,,,117,Doe_117,Antwan,2000,M,,,,,,,X,X,0,0,0,0,0,10:53:18,12:10:05,1:16:47,0,,,,0,11:07:16,12:13:31,1:06:15,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,2:23:02,4
,455,,2016541,2016541,,,,,455,Doe_455,Joshua,2001,M,,,,,,,X,X,0,0,0,0,0,10:45:12,11:51:14,1:06:02,0,,,,0,11:15:11,12:38:59,1:23:48,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:29:50,5
,248,,2020693,2020693,,,,,248,Doe_248,Luke,2002,M,,,,,,,X,X,0,0,0,0,0,10:37:10,11:52:37,1:15:27,0,,,,0,11:23:11,12:39:02,1:15:51,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:31:18,6
,83,,420887,420887,,,,,83,Doe_83,Andrew,2000,M,,,,,,,X,X,0,0,0,0,0,12:23:10,13:32:34,1:09:24,0,,,,0,9:37:12,11:09:33,1:32:21,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:41:45,7
,251,,2092158,2092158,,,,,251,Doe_251,Nate,2001,M,,,,,,,X,X,0,0,0,0,0,11:47:07,13:25:54,1:38:47,0,,,,0,10:13:36,11:44:39,1:31:03,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,923,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:09:50,8
,105,,2054164,2054164,,,,,105,Doe_105,Stuart,2000,M,,,,,,,X,X,0,0,0,0,0,11:57:12,13:54:26,1:57:14,3,,,,0,10:03:12,11:21:09,1:17:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,264,,348758,348758,,,,,264,Doe_264,Mathew,2000,M,,,,,,,X,X,0,0,0,0,0,12:01:12,13:29:49,1:28:37,3,,,,0,9:59:10,11:41:12,1:42:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,91,,2068578,2068578,,,,,91,Doe_91,David,2001,M,,,,,,,X,X,0,0,0,0,0,12:13:10,13:18:03,1:04:53,3,,,,0,9:47:10,11:03:07,1:15:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,49,M16,M-16,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,405,,1777789,1777789,,,,,405,Doe_405,Sara,1982,F,,,,,,,X,X,0,0,0,0,0,11:31:10,12:56:47,1:25:37,0,,,,0,10:29:23,11:52:15,1:22:52,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,51,FOrange,F-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:48:29,1
,225,,2064894,2064894,,,,,225,Doe_225,Aiyania,1999,F,,,,,,,X,X,0,0,0,0,0,11:39:13,13:08:28,1:29:15,2,,,,0,10:21:12,13:07:01,2:45:49,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,703,,,,,,51,FOrange,F-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,357,,2013625,2013625,,,,,357,Doe_357,McKenzie,1994,F,,,,,,,X,X,0,0,0,0,0,12:15:09,13:46:50,1:31:41,3,,,,0,9:41:12,11:20:24,1:39:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,51,FOrange,F-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,94,,2033279,2033279,,,,,94,Doe_94,Reginald,1998,M,,,,,,,X,X,0,0,0,0,0,11:25:12,12:24:11,58:59,0,,,,0,10:35:17,11:36:34,1:01:17,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:00:16,1
,114,,2054166,2054166,,,,,114,Doe_114,Stephen,1999,M,,,,,,,X,X,0,0,0,0,0,12:39:13,13:41:08,1:01:55,0,,,,0,9:21:12,10:30:41,1:09:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,2:11:24,2
,18,,2046715,2046715,,,,,18,Doe_18,Griffin,1999,M,,,,,,,X,X,0,0,0,0,0,11:15:09,12:09:27,54:18,0,,,,0,10:45:12,12:07:36,1:22:24,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:16:42,3
,22,,2046709,2046709,,,,,22,Doe_22,Richard,1998,M,,,,,,,X,X,0,0,0,0,0,11:53:09,12:58:29,1:05:20,0,,,,0,10:07:10,11:20:23,1:13:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:18:33,4
,115,,2064507,2064507,,,,,115,Doe_115,Elijah,1998,M,,,,,,,X,X,0,0,0,0,0,12:33:07,13:54:07,1:21:00,0,,,,0,9:27:13,10:30:08,1:02:55,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:23:55,5
,326,,2013596,2013596,,,,,326,Doe_326,Andrew,1995,M,,,,,,,X,X,0,0,0,0,0,10:55:13,12:09:34,1:14:21,0,,,,0,10:25:14,11:41:00,1:15:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:30:07,6
,87,,420888,420888,,,,,87,Doe_87,Ikdoo,1998,M,,,,,,,X,X,0,0,0,0,0,12:55:10,13:59:57,1:04:47,0,,,,0,9:05:13,10:31:49,1:26:36,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:31:23,7
,337,,1601470,1601470,,,,,337,Doe_337,Caleb,1996,M,,,,,,,X,X,0,0,0,0,0,12:45:10,14:25:03,1:39:53,0,,,,0,9:15:10,10:22:38,1:07:28,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:47:21,8
,86,,420881,420881,,,,,86,Doe_86,Dameon,1998,M,,,,,,,X,X,0,0,0,0,0,12:31:48,13:52:31,1:20:43,0,,,,0,9:29:10,11:21:30,1:52:20,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:13:03,9
,108,,2054165,2054165,,,,,108,Doe_108,Dominque,1998,F,,,,,,,X,X,0,0,0,0,0,11:45:14,13:36:30,1:51:16,0,,,,0,10:15:12,13:28:10,3:12:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,5:04:14,10
,279,,2037954,2037954,,,,,279,Doe_279,Brady,1998,M,,,,,,,X,X,0,0,0,0,0,12:51:16,15:13:17,2:22:01,0,,,,0,9:09:16,10:56:41,1:47:25,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,23,,2068522,2068522,,,,,23,Doe_23,Ethan,1999,M,,,,,,,X,X,0,0,0,0,0,12:59:14,13:59:17,1:00:03,0,,,,0,9:01:10,10:24:15,1:23:05,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,261,,341721,341721,,,,,261,Doe_261,Zach,1998,M,,,,,,,X,X,0,0,0,0,0,12:25:13,15:04:08,2:38:55,0,,,,0,9:35:00,,,2,,,lost chip,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,88,,420883,420883,,,,,88,Doe_88,Dong Hun,1997,M,,,,,,,X,X,0,0,0,0,0,12:47:12,14:06:41,1:19:29,3,,,,0,9:13:10,10:31:54,1:18:44,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,85,,348674,348674,,,,,85,Doe_85,Geon Woo,1997,M,,,,,,,X,X,0,0,0,0,0,12:37:16,14:02:05,1:24:49,3,,,,0,9:23:15,11:04:48,1:41:33,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,107,,2064514,2064514,,,,,107,Doe_107,Jawan,1999,M,,,,,,,X,X,0,0,0,0,0,12:27:09,13:54:19,1:27:10,3,,,,0,9:33:08,10:46:52,1:13:44,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,154,,,2092348,,,,,154,Doe_154,Caleb,1998,M,,,,,,,0,X,0,0,0,0,0,12:43:00,,,0,,,,0,9:17:18,10:42:14,1:24:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,53,MOrange,M-Orange,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,116,,2092342,2092342,,,,,116,Doe_116,Brianna,1999,F,,,,,,,X,X,0,0,0,0,0,10:48:15,12:14:55,1:26:40,0,,,,0,11:12:11,12:53:35,1:41:24,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,57,F18,F-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:08:04,1
,435,,434880,434880,,,,,435,Doe_435,Shelagh,1961,F,,,,,,,X,X,0,0,0,0,0,11:52:10,13:06:39,1:14:29,0,,,,0,10:08:12,11:28:36,1:20:24,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,117,,,,,,59,F55,F55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:34:53,1
,379,,887700,887700,,,,,379,Doe_379,Sandy,1954,F,,,,,,,X,X,0,0,0,0,0,12:52:12,13:57:35,1:05:23,0,,,,0,10:02:12,11:08:44,1:06:32,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,23,,,,,,61,F60,F60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:11:55,1
,434,,866021,866021,,,,,434,Doe_434,Shelley,1956,F,,,,,,,X,X,0,0,0,0,0,10:44:07,11:57:10,1:13:03,0,,,,0,11:16:09,12:28:35,1:12:26,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,67,,,,,,61,F60,F60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:25:29,2
,460,,46608,46608,,,,,460,Doe_460,Janet,1953,F,,,,,,,X,X,0,0,0,0,0,10:12:13,11:25:46,1:13:33,0,,,,0,11:48:11,13:07:36,1:19:25,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,24,,,,,,61,F60,F60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:32:58,3
,410,,337933,337933,,,,,410,Doe_410,Anne,1953,F,,,,,,,X,X,0,0,0,0,0,12:00:45,14:46:27,2:45:42,0,,,,0,10:00:08,12:47:28,2:47:20,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,61,F60,F60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,5:33:02,4
,465,,339653,339653,,,,,465,Doe_465,Roddy,1947,F,,,,,,,X,X,0,0,0,0,0,12:24:11,13:32:17,1:08:06,0,,,,0,9:36:07,11:05:46,1:29:39,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,87,,,,,,63,F65,F65+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:37:45,1
,444,,887703,887703,,,,,444,Doe_444,Reta,1943,F,,,,,,,X,X,0,0,0,0,0,12:36:10,14:19:29,1:43:19,0,,,,0,9:24:13,11:31:33,2:07:20,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,76,,,,,,65,F70,F70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:50:39,1
,375,,255411,255411,,,,,375,Doe_375,Claire,1942,F,,,,,,,X,X,0,0,0,0,0,10:36:11,12:22:47,1:46:36,0,,,,0,10:04:16,12:11:19,2:07:03,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,65,F70,F70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:53:39,2
,407,,504020,504020,,,,,407,Doe_407,Mona,1973,F,,,,,,,X,X,0,0,0,0,0,11:38:09,13:15:08,1:36:59,0,,,,0,10:28:12,11:53:18,1:25:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,77,FBrown,F-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:02:05,1
,123,,2033271,2033271,,,,,123,Doe_123,Elexia,1997,F,,,,,,,X,X,0,0,0,0,0,11:24:12,12:56:13,1:32:01,0,,,,0,10:36:10,12:31:41,1:55:31,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,77,FBrown,F-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:27:32,2
,469,,1397485,1397485,,,,,469,Doe_469,Amy,1968,F,,,,,,,X,X,0,0,0,0,0,11:02:14,12:27:07,1:24:53,0,,,,0,10:58:16,12:40:15,1:41:59,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,79,,,,,,77,FBrown,F-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,446,,354226,354226,,,,,446,Doe_446,Leonid,1950,M,,,,,,,X,X,0,0,0,0,0,11:06:09,11:49:45,43:36,0,,,,0,9:04:10,10:21:50,1:17:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,11,,,,,,79,M65,M65+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:01:16,1
,463,,2015714,2015714,,,,,463,Doe_463,Robert,1947,M,,,,,,,X,X,0,0,0,0,0,11:48:10,12:55:13,1:07:03,0,,,,0,10:12:10,11:20:53,1:08:43,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,79,M65,M65+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:15:46,2
,368,,339667,339667,,,,,368,Doe_368,Paul,1948,M,,,,,,,X,X,0,0,0,0,0,12:17:01,13:29:30,1:12:29,0,,,,0,9:44:11,10:51:01,1:06:50,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,76,,,,,,79,M65,M65+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:19:19,3
,447,,2013535,2013535,,,,,447,Doe_447,Ian,1949,M,,,,,,,X,X,0,0,0,0,0,11:16:13,12:31:19,1:15:06,0,,,,0,10:44:13,12:27:13,1:43:00,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,9,,,,,,79,M65,M65+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:58:06,4
,426,,1406575,1406575,,,,,426,Doe_426,Allan,1945,M,,,,,,,X,X,0,0,0,0,0,12:48:07,13:36:52,48:45,0,,,,0,9:12:08,10:16:44,1:04:36,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,87,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:53:21,1
,365,,1392031,1392031,,,,,365,Doe_365,Bob,1943,M,,,,,,,X,X,0,0,0,0,0,12:04:15,13:04:30,1:00:15,0,,,,0,9:56:13,11:00:42,1:04:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,43,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:04:44,2
,425,,887710,887710,,,,,425,Doe_425,Richard,1945,M,,,,,,,X,X,0,0,0,0,0,12:28:14,13:38:56,1:10:42,0,,,,0,9:32:13,10:43:42,1:11:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,76,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:22:11,3
,401,,334277,334277,,,,,401,Doe_401,Michael,1944,M,,,,,,,X,X,0,0,0,0,0,10:08:07,12:01:45,1:53:38,0,,,,0,9:08:12,10:51:08,1:42:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,87,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:36:34,4
,438,,2092231,2092231,,,,,438,Doe_438,Grafton,1945,M,,,,,,,X,X,0,0,0,0,0,11:00:12,12:45:24,1:45:12,0,,,,0,11:00:13,13:01:42,2:01:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,76,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:46:41,5
,352,,228777,228777,,,,,352,Doe_352,Don,1943,M,,,,,,,X,X,0,0,0,0,0,12:12:11,13:26:24,1:14:13,3,,,,0,9:48:17,11:05:26,1:17:09,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,16,,,,,,81,M70,M70+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,448,,255344,255344,,,,,448,Doe_448,Mike,1938,M,,,,,,,X,X,0,0,0,0,0,12:40:12,14:07:03,1:26:51,0,,,,0,9:20:26,10:55:50,1:35:24,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,76,,,,,,83,M75,M75+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:02:15,1
,433,,503238,503238,,,,,433,Doe_433,Louis,1941,M,,,,,,,X,X,0,0,0,0,0,10:00:12,13:00:38,3:00:26,3,,,,0,9:00:57,11:06:41,2:05:44,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,98,,,,,,83,M75,M75+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,417,,887666,887666,,,,,417,Doe_417,Pat,1954,M,,,,,,,X,X,0,0,0,0,0,10:56:11,12:20:22,1:24:11,0,,,,0,11:04:11,12:09:19,1:05:08,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,93,MBrown,M-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:29:19,1
,169,,7206329,7206329,,,,,169,Doe_169,Rob,1970,M,,,,,,,X,X,0,0,0,0,0,12:44:07,14:33:18,1:49:11,0,,,,0,9:16:10,10:42:39,1:26:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,93,MBrown,M-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:15:40,2
,200,,2089705,2089705,,,,,200,Doe_200,CDR Anthony,1970,M,,,,,,,X,X,0,0,0,0,0,11:12:10,12:30:18,1:18:08,0,,,,0,10:48:11,13:10:07,2:21:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,93,MBrown,M-Brown,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:40:04,3
,362,,1396851,1396851,,,,,362,Doe_362,Brigitte,1998,F,,,,,,,X,X,0,0,0,0,0,10:57:11,12:03:53,1:06:42,0,,,,0,11:03:13,12:01:12,57:59,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,108,,,,,,95,F20,F-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:04:41,1
,397,,416106,416106,,,,,397,Doe_397,Martina,1977,F,,,,,,,X,X,0,0,0,0,0,10:01:09,10:54:05,52:56,0,,,,0,9:07:11,9:59:28,52:17,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,97,F35,F35+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:45:13,1
,364,,228003,228003,,,,,364,Doe_364,Anna,1973,F,,,,,,,X,X,0,0,0,0,0,10:41:11,11:50:14,1:09:03,0,,,,0,11:19:10,12:13:36,54:26,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,99,F40,F40+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:03:29,1
